-21404	1
-21060	1
-20984	1
-20746	1
-20473	1
-20299	1
-20094	1
-20041	1
-19871	1
-19842	1
-19740	1
-19593	1
-19514	1
-19490	1
-19468	1
-19423	1
-19395	1
-19383	1
-19377	1
-19291	1
-19266	1
-19065	1
-19060	1
-19020	1
-19007	1
-18953	1
-18913	1
-18821	1
-18820	1
-18814	1
-18809	2
-18682	1
-18627	1
-18615	1
-18613	1
-18470	1
-18451	1
-18428	1
-18347	1
-18346	1
-18321	1
-18300	1
-18281	1
-18249	1
-18213	1
-18159	1
-18131	1
-18123	1
-18095	1
-18085	1
-18084	2
-17991	1
-17978	1
-17959	1
-17950	1
-17929	1
-17921	1
-17884	1
-17864	1
-17830	1
-17757	1
-17753	1
-17735	1
-17711	1
-17648	1
-17632	1
-17608	1
-17555	1
-17552	2
-17519	1
-17499	1
-17487	1
-17485	1
-17474	1
-17448	1
-17436	1
-17430	1
-17395	1
-17353	1
-17329	1
-17284	1
-17276	1
-17208	1
-17173	1
-17151	1
-17127	1
-17121	1
-17096	1
-17095	1
-17093	1
-17086	1
-17061	1
-17036	1
-17026	1
-17013	1
-16994	1
-16991	1
-16988	1
-16971	1
-16953	1
-16948	1
-16922	1
-16916	1
-16914	1
-16908	1
-16898	1
-16875	1
-16859	1
-16852	1
-16829	1
-16820	1
-16814	1
-16811	1
-16786	1
-16766	1
-16761	1
-16754	1
-16751	1
-16746	1
-16743	1
-16727	1
-16725	1
-16723	1
-16684	1
-16680	1
-16679	1
-16674	1
-16635	1
-16630	1
-16625	1
-16569	1
-16566	1
-16564	1
-16563	1
-16562	1
-16539	1
-16535	1
-16507	1
-16474	1
-16449	1
-16438	1
-16424	1
-16421	1
-16415	1
-16414	1
-16403	1
-16401	1
-16400	1
-16382	1
-16361	1
-16352	1
-16349	1
-16348	1
-16345	1
-16342	1
-16333	1
-16306	1
-16305	1
-16299	1
-16282	1
-16268	1
-16257	1
-16209	1
-16186	1
-16184	1
-16183	1
-16176	1
-16171	1
-16170	1
-16151	2
-16150	1
-16143	1
-16138	1
-16133	1
-16121	1
-16111	1
-16105	1
-16086	1
-16069	1
-16047	1
-16040	1
-16038	1
-16037	1
-16035	2
-16033	1
-16028	1
-16024	1
-16022	1
-16016	1
-16015	1
-16006	1
-16002	1
-15996	1
-15988	1
-15986	1
-15985	1
-15976	1
-15973	1
-15969	2
-15956	1
-15955	2
-15950	1
-15944	1
-15943	1
-15925	1
-15922	1
-15920	1
-15914	2
-15911	1
-15908	1
-15905	2
-15895	1
-15893	1
-15887	1
-15879	1
-15876	1
-15875	1
-15866	1
-15864	1
-15860	1
-15859	1
-15851	1
-15849	1
-15847	1
-15840	2
-15798	1
-15792	1
-15788	1
-15786	1
-15782	1
-15781	1
-15769	1
-15762	1
-15759	2
-15756	1
-15753	1
-15752	2
-15750	1
-15746	1
-15740	1
-15737	2
-15732	1
-15728	1
-15701	3
-15698	1
-15687	1
-15681	1
-15676	1
-15675	2
-15667	1
-15666	1
-15662	1
-15660	1
-15655	1
-15652	1
-15651	1
-15648	1
-15638	1
-15635	1
-15628	1
-15626	1
-15617	1
-15613	1
-15608	1
-15586	1
-15583	1
-15575	2
-15573	1
-15564	2
-15561	1
-15557	1
-15549	1
-15548	1
-15547	1
-15545	2
-15537	1
-15533	1
-15526	1
-15520	1
-15512	1
-15508	1
-15504	2
-15501	1
-15500	1
-15487	2
-15484	1
-15478	1
-15468	1
-15465	1
-15463	1
-15460	1
-15458	1
-15455	1
-15449	1
-15446	1
-15442	1
-15438	1
-15425	1
-15416	1
-15403	1
-15400	1
-15389	1
-15382	1
-15376	2
-15373	1
-15371	1
-15368	1
-15367	1
-15366	1
-15365	1
-15363	1
-15362	1
-15349	1
-15348	2
-15346	1
-15345	1
-15338	1
-15336	1
-15330	1
-15328	1
-15312	1
-15309	1
-15308	1
-15304	1
-15299	2
-15294	1
-15290	1
-15286	1
-15283	1
-15274	1
-15250	1
-15243	1
-15241	1
-15240	1
-15235	1
-15231	1
-15226	1
-15225	1
-15220	1
-15219	1
-15212	1
-15209	1
-15208	1
-15207	1
-15206	1
-15204	1
-15202	1
-15201	1
-15197	1
-15194	1
-15192	1
-15187	1
-15184	1
-15181	2
-15177	1
-15174	1
-15173	1
-15170	1
-15161	2
-15160	1
-15159	1
-15158	1
-15157	1
-15152	1
-15148	1
-15145	1
-15142	1
-15140	1
-15139	1
-15138	1
-15137	1
-15135	1
-15123	2
-15122	1
-15112	2
-15110	1
-15108	1
-15100	1
-15094	2
-15091	1
-15090	1
-15089	1
-15086	1
-15085	1
-15082	1
-15081	2
-15077	1
-15074	1
-15072	1
-15071	2
-15070	3
-15063	1
-15058	1
-15054	1
-15053	1
-15052	1
-15050	1
-15047	1
-15037	1
-15029	1
-15028	1
-15020	1
-15017	1
-15015	1
-15009	1
-14998	1
-14997	1
-14995	1
-14993	1
-14984	3
-14980	1
-14974	1
-14970	1
-14969	1
-14966	2
-14965	1
-14963	1
-14959	1
-14958	1
-14954	3
-14950	1
-14949	1
-14948	1
-14943	1
-14941	1
-14938	1
-14927	1
-14918	1
-14916	1
-14914	1
-14911	1
-14906	1
-14905	1
-14902	1
-14901	1
-14897	3
-14891	1
-14888	1
-14886	1
-14885	1
-14884	1
-14881	1
-14879	1
-14878	2
-14871	2
-14868	1
-14865	1
-14863	1
-14861	2
-14851	1
-14850	2
-14849	1
-14848	1
-14847	1
-14844	1
-14841	1
-14840	1
-14838	1
-14837	1
-14831	2
-14829	1
-14816	2
-14814	1
-14803	1
-14801	2
-14799	1
-14788	1
-14783	1
-14781	1
-14775	1
-14772	1
-14771	2
-14770	1
-14769	1
-14766	1
-14764	1
-14758	1
-14756	1
-14750	2
-14749	2
-14741	1
-14734	1
-14732	1
-14731	1
-14728	1
-14726	1
-14713	1
-14712	2
-14709	1
-14706	1
-14705	1
-14703	2
-14701	2
-14699	2
-14698	2
-14695	1
-14693	1
-14690	1
-14680	1
-14671	1
-14669	1
-14668	1
-14658	2
-14657	1
-14656	2
-14654	1
-14649	1
-14642	1
-14641	1
-14640	1
-14639	1
-14638	1
-14631	1
-14629	1
-14624	2
-14622	1
-14621	2
-14619	1
-14616	2
-14615	1
-14612	1
-14611	1
-14608	1
-14607	1
-14602	1
-14599	1
-14597	1
-14596	1
-14595	1
-14594	2
-14593	1
-14590	1
-14582	1
-14581	1
-14579	1
-14571	1
-14570	1
-14568	2
-14567	1
-14565	1
-14562	3
-14561	1
-14560	1
-14558	1
-14553	1
-14552	1
-14540	1
-14531	3
-14530	1
-14529	1
-14528	2
-14524	1
-14520	1
-14509	1
-14504	1
-14503	1
-14500	1
-14498	1
-14495	1
-14494	1
-14488	1
-14487	1
-14485	1
-14480	1
-14476	1
-14474	1
-14469	1
-14468	3
-14467	1
-14464	1
-14458	2
-14456	1
-14455	1
-14453	2
-14452	1
-14447	1
-14440	1
-14439	1
-14437	1
-14436	1
-14435	1
-14430	1
-14422	1
-14420	1
-14414	2
-14412	1
-14410	1
-14409	1
-14406	1
-14405	1
-14404	1
-14403	1
-14399	1
-14398	1
-14392	1
-14384	1
-14381	2
-14379	1
-14373	1
-14372	1
-14370	1
-14362	2
-14361	1
-14358	1
-14357	1
-14356	1
-14353	1
-14352	1
-14341	1
-14340	1
-14337	1
-14336	2
-14333	2
-14332	2
-14330	2
-14327	1
-14324	1
-14323	1
-14320	1
-14319	1
-14316	1
-14314	1
-14312	1
-14311	3
-14309	1
-14308	1
-14299	1
-14292	1
-14291	2
-14290	1
-14287	1
-14286	2
-14284	2
-14283	1
-14277	1
-14269	2
-14267	1
-14259	1
-14258	2
-14257	1
-14255	1
-14254	1
-14249	1
-14237	1
-14229	2
-14226	2
-14225	1
-14223	2
-14222	1
-14217	1
-14215	1
-14214	1
-14211	1
-14210	1
-14209	1
-14205	1
-14204	2
-14203	1
-14198	1
-14197	1
-14194	1
-14193	1
-14188	3
-14187	2
-14185	1
-14183	1
-14179	1
-14175	1
-14171	1
-14168	1
-14163	1
-14162	1
-14152	1
-14151	1
-14150	1
-14149	1
-14145	1
-14144	1
-14140	1
-14138	1
-14135	1
-14128	1
-14127	1
-14125	1
-14122	2
-14121	1
-14119	1
-14117	1
-14115	1
-14114	1
-14111	1
-14108	1
-14105	1
-14103	3
-14102	1
-14101	1
-14099	1
-14097	1
-14096	1
-14094	1
-14092	1
-14091	2
-14090	1
-14088	1
-14086	1
-14079	1
-14075	1
-14072	1
-14071	1
-14069	1
-14065	1
-14062	2
-14060	2
-14059	1
-14058	2
-14052	1
-14048	1
-14047	1
-14045	3
-14044	1
-14043	1
-14042	1
-14041	1
-14040	1
-14037	1
-14036	1
-14034	2
-14033	1
-14032	1
-14031	1
-14029	1
-14028	1
-14021	1
-14020	2
-14019	1
-14017	1
-14015	1
-14013	1
-14011	2
-14010	1
-14007	1
-14006	1
-14004	1
-14003	1
-14001	2
-14000	1
-13999	1
-13998	1
-13995	1
-13994	1
-13993	2
-13992	1
-13991	1
-13986	2
-13984	1
-13980	1
-13978	1
-13977	1
-13974	1
-13973	1
-13972	1
-13971	1
-13970	1
-13969	1
-13968	2
-13967	1
-13966	1
-13964	1
-13963	1
-13960	1
-13956	1
-13955	2
-13953	1
-13952	1
-13950	1
-13947	3
-13942	1
-13940	2
-13939	1
-13938	1
-13936	1
-13934	1
-13931	1
-13922	1
-13920	1
-13914	4
-13910	2
-13908	1
-13907	1
-13906	3
-13905	2
-13903	1
-13898	1
-13897	3
-13894	1
-13891	1
-13890	1
-13887	1
-13885	1
-13884	1
-13883	1
-13881	3
-13880	2
-13877	2
-13876	2
-13874	1
-13873	1
-13872	2
-13869	1
-13858	1
-13857	2
-13854	2
-13853	1
-13851	2
-13848	1
-13845	1
-13843	2
-13842	1
-13837	2
-13834	1
-13831	1
-13821	1
-13820	1
-13818	1
-13815	1
-13814	2
-13813	1
-13807	1
-13805	1
-13804	1
-13802	1
-13800	1
-13799	1
-13794	1
-13793	1
-13791	2
-13790	2
-13789	1
-13788	1
-13787	1
-13785	2
-13784	1
-13783	1
-13781	1
-13779	1
-13777	1
-13776	2
-13775	1
-13773	1
-13772	3
-13769	2
-13768	1
-13767	1
-13760	2
-13759	2
-13755	2
-13754	1
-13753	1
-13751	1
-13750	1
-13749	1
-13747	1
-13744	1
-13742	2
-13740	1
-13739	2
-13738	2
-13737	1
-13736	1
-13733	1
-13732	3
-13729	1
-13728	1
-13726	2
-13725	1
-13722	1
-13720	1
-13719	1
-13718	3
-13717	1
-13716	1
-13715	1
-13712	1
-13708	1
-13704	2
-13703	1
-13701	1
-13699	1
-13698	2
-13696	1
-13694	1
-13693	1
-13691	1
-13690	2
-13689	1
-13687	1
-13685	4
-13681	1
-13676	1
-13673	1
-13668	1
-13660	1
-13656	2
-13653	1
-13652	2
-13651	3
-13649	1
-13648	2
-13645	1
-13643	1
-13642	1
-13640	2
-13639	3
-13638	1
-13637	2
-13636	1
-13633	1
-13631	1
-13627	1
-13626	1
-13625	2
-13623	1
-13621	1
-13620	1
-13619	1
-13615	1
-13613	1
-13612	4
-13611	2
-13609	1
-13607	1
-13606	3
-13605	1
-13603	1
-13602	2
-13598	2
-13597	1
-13596	2
-13595	2
-13592	1
-13589	1
-13588	1
-13585	1
-13582	1
-13581	2
-13578	4
-13577	1
-13575	1
-13573	1
-13570	2
-13569	1
-13568	2
-13567	1
-13566	3
-13565	1
-13560	1
-13557	1
-13556	2
-13554	1
-13553	1
-13551	2
-13549	1
-13547	2
-13545	1
-13543	1
-13541	1
-13540	2
-13539	2
-13538	1
-13537	2
-13535	2
-13532	1
-13530	1
-13529	3
-13526	2
-13524	1
-13521	1
-13520	1
-13519	1
-13518	2
-13517	1
-13515	1
-13514	1
-13513	1
-13512	1
-13509	1
-13508	2
-13507	2
-13506	1
-13505	1
-13504	2
-13502	2
-13498	1
-13497	1
-13496	2
-13495	2
-13492	2
-13489	1
-13488	1
-13486	1
-13485	1
-13484	1
-13482	1
-13478	2
-13475	4
-13473	2
-13472	1
-13470	1
-13468	1
-13467	1
-13466	1
-13463	1
-13458	1
-13456	1
-13455	2
-13453	1
-13450	1
-13449	1
-13447	2
-13445	1
-13444	1
-13441	1
-13438	1
-13436	1
-13435	1
-13432	1
-13431	2
-13429	1
-13428	2
-13424	1
-13423	1
-13420	2
-13419	2
-13418	2
-13415	1
-13414	1
-13411	1
-13409	1
-13406	1
-13404	1
-13403	1
-13399	2
-13397	1
-13395	1
-13394	2
-13392	1
-13391	1
-13390	2
-13389	2
-13388	1
-13387	1
-13386	1
-13385	1
-13383	1
-13382	2
-13381	1
-13380	2
-13378	2
-13376	3
-13373	1
-13372	1
-13367	1
-13359	2
-13358	3
-13357	2
-13356	2
-13354	1
-13353	1
-13348	1
-13343	3
-13341	3
-13340	1
-13335	1
-13334	1
-13333	3
-13331	1
-13330	3
-13329	1
-13328	2
-13327	3
-13322	1
-13321	1
-13320	1
-13319	1
-13316	3
-13314	1
-13313	2
-13311	1
-13308	2
-13306	1
-13305	1
-13304	1
-13300	1
-13299	1
-13298	5
-13297	1
-13296	1
-13294	1
-13293	1
-13292	1
-13291	1
-13289	1
-13285	1
-13283	1
-13282	1
-13281	2
-13280	1
-13279	1
-13277	3
-13275	2
-13274	2
-13273	1
-13272	1
-13271	3
-13269	1
-13267	2
-13266	1
-13259	1
-13258	2
-13253	1
-13252	2
-13251	4
-13250	1
-13249	2
-13248	1
-13246	1
-13242	1
-13241	2
-13240	1
-13239	1
-13238	1
-13237	1
-13234	2
-13233	3
-13232	1
-13231	1
-13228	1
-13227	2
-13224	3
-13223	1
-13221	1
-13220	1
-13218	1
-13217	1
-13215	1
-13213	1
-13212	2
-13211	1
-13210	1
-13209	1
-13204	1
-13202	1
-13201	1
-13197	1
-13196	1
-13195	2
-13194	1
-13193	3
-13190	1
-13189	1
-13186	1
-13185	2
-13184	2
-13182	1
-13180	1
-13179	1
-13178	2
-13177	2
-13174	1
-13171	1
-13168	1
-13166	1
-13164	3
-13162	1
-13159	1
-13158	1
-13156	1
-13155	1
-13154	1
-13152	2
-13149	1
-13148	1
-13146	1
-13145	1
-13144	3
-13143	1
-13141	2
-13139	1
-13137	4
-13134	2
-13132	3
-13131	1
-13130	1
-13128	8
-13125	1
-13124	1
-13123	1
-13120	1
-13119	1
-13118	1
-13116	1
-13114	1
-13111	2
-13110	1
-13108	1
-13107	1
-13104	1
-13103	1
-13102	1
-13099	1
-13098	3
-13096	1
-13095	1
-13094	3
-13092	1
-13091	1
-13087	1
-13086	2
-13084	1
-13082	3
-13078	2
-13077	3
-13076	3
-13075	1
-13074	1
-13073	2
-13072	2
-13071	1
-13070	3
-13068	2
-13067	1
-13065	1
-13063	2
-13062	1
-13060	2
-13059	1
-13056	1
-13054	3
-13053	2
-13052	1
-13051	1
-13049	4
-13048	2
-13046	3
-13043	1
-13042	2
-13040	3
-13039	1
-13038	2
-13037	2
-13036	1
-13035	1
-13034	2
-13030	1
-13029	3
-13028	2
-13025	1
-13024	2
-13023	2
-13021	2
-13018	1
-13016	2
-13013	3
-13012	1
-13011	1
-13010	2
-13009	1
-13008	1
-13007	2
-13006	1
-13005	2
-13003	3
-13002	1
-13001	2
-13000	1
-12999	1
-12998	1
-12997	1
-12996	3
