-21632	1
-21504	1
-21376	2
-21120	1
-20992	1
-20864	1
-20736	1
-20608	1
-20480	1
-20352	2
-20224	2
-20096	1
-19968	1
-19840	2
-19712	4
-19584	4
-19456	4
-19328	2
-19200	1
-19072	1
-18944	1
-18816	3
-18688	2
-18560	5
-18432	1
-18304	3
-18176	6
-18048	10
-17920	7
-17792	5
-17664	4
-17536	11
-17408	2
-17280	8
-17152	16
-17024	7
-16896	16
-16768	14
-16640	16
-16512	14
-16384	25
-16256	16
-16128	26
-16000	25
-15872	26
-15744	20
-15616	23
-15488	28
-15360	31
-15232	42
-15104	33
-14976	47
-14848	56
-14720	58
-14592	55
-14464	71
-14336	46
-14208	89
-14080	85
-13952	88
-13824	88
-13696	105
-13568	82
-13440	89
-13312	110
-13184	132
-13056	154
-12928	159
-12800	163
-12672	170
-12544	189
-12416	194
-12288	201
-12160	204
-12032	257
-11904	263
-11776	306
-11648	319
-11520	336
-11392	363
-11264	398
-11136	426
-11008	414
-10880	503
-10752	516
-10624	538
-10496	643
-10368	666
-10240	694
-10112	716
-9984	860
-9856	833
-9728	926
-9600	1046
-9472	1009
-9344	1118
-9216	1240
-9088	1289
-8960	1391
-8832	1456
-8704	1499
-8576	1661
-8448	1803
-8320	1936
-8192	1962
-8064	2111
-7936	2212
-7808	2333
-7680	2522
-7552	2553
-7424	2848
-7296	2930
-7168	3002
-7040	3278
-6912	3565
-6784	3752
-6656	3856
-6528	3994
-6400	4369
-6272	4414
-6144	4660
-6016	5098
-5888	5214
-5760	5340
-5632	5612
-5504	6152
-5376	6356
-5248	6548
-5120	6761
-4992	7129
-4864	7370
-4736	7666
-4608	8202
-4480	8274
-4352	8646
-4224	9020
-4096	9392
-3968	9602
-3840	10157
-3712	10434
-3584	10743
-3456	11154
-3328	11530
-3200	11881
-3072	12138
-2944	12618
-2816	13052
-2688	13481
-2560	13944
-2432	14224
-2304	14845
-2176	14977
-2048	15198
-1920	15913
-1792	16351
-1664	16540
-1536	17235
-1408	17323
-1280	17946
-1152	18378
-1024	18193
-896	18551
-768	18706
-640	18966
-512	18827
-384	19182
-256	19284
-128	19022
0	19305
128	19331
256	18957
384	19053
512	18445
640	18080
768	18309
896	17847
1024	17646
1152	17152
1280	16650
1408	16457
1536	16229
1664	15690
1792	15423
1920	14786
2048	14934
2176	14471
2304	13883
2432	13611
2560	13055
2688	12569
2816	12443
2944	11982
3072	11559
3200	11154
3328	10548
3456	10436
3584	9823
3712	9725
3840	9158
3968	9018
4096	8536
4224	8412
4352	7934
4480	7643
4608	7393
4736	7092
4864	6704
4992	6350
5120	6163
5248	5795
5376	5559
5504	5251
5632	5040
5760	4886
5888	4613
6016	4358
6144	4347
6272	3916
6400	3770
6528	3641
6656	3404
6784	3324
6912	3070
7040	2914
7168	2857
7296	2623
7424	2543
7552	2433
7680	2314
7808	2139
7936	2085
8064	1864
8192	1810
8320	1669
8448	1562
8576	1487
8704	1351
8832	1263
8960	1256
9088	1162
9216	1146
9344	1071
9472	944
9600	916
9728	811
9856	780
9984	752
10112	694
10240	710
10368	584
10496	560
10624	502
10752	470
10880	440
11008	441
11136	382
11264	356
11392	290
11520	296
11648	291
11776	295
11904	261
12032	223
12160	267
12288	221
12416	189
12544	194
12672	154
12800	152
12928	145
13056	139
13184	146
13312	122
13440	110
13568	115
13696	87
13824	78
13952	77
14080	83
14208	71
14336	55
14464	57
14592	53
14720	66
14848	40
14976	40
15104	30
15232	35
15360	30
15488	24
15616	28
15744	28
15872	23
16000	17
16128	14
16256	17
16384	15
16512	12
16640	22
16768	15
16896	12
17024	10
17152	12
17280	14
17408	8
17536	12
17664	10
17792	4
17920	8
18048	7
18176	7
18304	11
18432	9
18560	9
18688	4
18816	2
18944	3
19072	9
19200	3
19328	3
19456	6
19712	2
19840	1
19968	4
20096	3
20224	2
20352	2
20480	4
20736	1
21120	1
21376	1
21504	2
21632	1
21888	1
22272	2
22528	1
22912	1
24192	1
24832	1
25088	1
25984	1
